Order ID,Segment>>,Ship Mode>>,Value
CA-2011-100916,Corporate Total,Standard Class,788.86
CA-2011-101560,Corporate Total,Standard Class,542.34
CA-2011-101770,Corporate Total,Standard Class,1.869
CA-2011-102274,Corporate Total,Standard Class,865.5
CA-2011-102673,Corporate Total,Standard Class,1044.44
CA-2011-102988,Corporate Total,Standard Class,4251.92
CA-2011-103317,Corporate Total,Standard Class,242.546
CA-2011-103807,Corporate Total,Standard Class,21.19
CA-2011-103989,Corporate Total,Standard Class,590.762
CA-2011-106054,Corporate Total,Standard Class,12.78
CA-2011-106810,Corporate Total,Standard Class,310.88
CA-2011-107811,Corporate Total,Standard Class,661.504
CA-2011-110408,Corporate Total,Standard Class,2216.8
CA-2011-111500,Corporate Total,Standard Class,484.79
CA-2011-111934,Corporate Total,Standard Class,47.32
CA-2011-112718,Corporate Total,Standard Class,1.167
CA-2011-114314,Corporate Total,Standard Class,16.23
CA-2011-114321,Corporate Total,Standard Class,1417.35
CA-2011-114790,Corporate Total,Standard Class,782.63
CA-2011-115084,Corporate Total,Standard Class,605.34
CA-2011-117345,Corporate Total,Standard Class,202.896
CA-2011-117639,Corporate Total,Standard Class,3333.9
CA-2011-120432,Corporate Total,Standard Class,25.5
CA-2011-121286,Corporate Total,Standard Class,66.616
CA-2011-124688,Corporate Total,Standard Class,1812.01
CA-2011-125136,Corporate Total,Standard Class,106.944
CA-2011-125682,Corporate Total,Standard Class,9.96
CA-2011-128846,Corporate Total,Standard Class,752.92
CA-2011-129091,Corporate Total,Standard Class,1022.61
CA-2011-129819,Corporate Total,Standard Class,12.39
CA-2011-131905,Corporate Total,Standard Class,321.56
CA-2011-136336,Corporate Total,Standard Class,828.84
CA-2011-137911,Corporate Total,Standard Class,88.768
CA-2011-138527,Corporate Total,Standard Class,192.424
CA-2011-146885,Corporate Total,Standard Class,13.62
CA-2011-148425,Corporate Total,Standard Class,6.642
CA-2011-149020,Corporate Total,Standard Class,54.83
CA-2011-149538,Corporate Total,Standard Class,364.93
CA-2011-151953,Corporate Total,Standard Class,2.816
CA-2011-151967,Corporate Total,Standard Class,129.92
CA-2011-152562,Corporate Total,Standard Class,75.16
CA-2011-152849,Corporate Total,Standard Class,4.368
CA-2011-153087,Corporate Total,Standard Class,521.92
CA-2011-153913,Corporate Total,Standard Class,1015.816
CA-2011-155208,Corporate Total,Standard Class,39.072
CA-2011-158771,Corporate Total,Standard Class,158.71
CA-2011-160276,Corporate Total,Standard Class,177.68
CA-2011-160773,Corporate Total,Standard Class,581.104
CA-2011-162775,Corporate Total,Standard Class,1287.26
CA-2011-163223,Corporate Total,Standard Class,3769.56
CA-2011-163293,Corporate Total,Standard Class,116.85
CA-2011-164910,Corporate Total,Standard Class,7.872
CA-2011-167850,Corporate Total,Standard Class,193.936
CA-2011-169684,Corporate Total,Standard Class,426.942
CA-2012-103793,Corporate Total,Standard Class,74.352
CA-2012-103870,Corporate Total,Standard Class,284.44
CA-2012-104038,Corporate Total,Standard Class,176.63
CA-2012-104241,Corporate Total,Standard Class,192.22
CA-2012-104941,Corporate Total,Standard Class,976.29
CA-2012-105571,Corporate Total,Standard Class,1361.631
CA-2012-106187,Corporate Total,Standard Class,268.4
CA-2012-108259,Corporate Total,Standard Class,81.135
CA-2012-109470,Corporate Total,Standard Class,596.48
CA-2012-109708,Corporate Total,Standard Class,467.04
CA-2012-113628,Corporate Total,Standard Class,792.508
CA-2012-116750,Corporate Total,Standard Class,12.158
CA-2012-119592,Corporate Total,Standard Class,3.76
CA-2012-120845,Corporate Total,Standard Class,22.549
CA-2012-121552,Corporate Total,Standard Class,19.56
CA-2012-121720,Corporate Total,Standard Class,3165.744
CA-2012-122168,Corporate Total,Standard Class,53.28
CA-2012-125066,Corporate Total,Standard Class,62.46
CA-2012-128083,Corporate Total,Standard Class,45.976
CA-2012-131422,Corporate Total,Standard Class,207.0
CA-2012-133396,Corporate Total,Standard Class,64.68
CA-2012-137106,Corporate Total,Standard Class,79.96
CA-2012-137281,Corporate Total,Standard Class,6.48
CA-2012-140718,Corporate Total,Standard Class,246.364
CA-2012-142202,Corporate Total,Standard Class,717.12
CA-2012-147011,Corporate Total,Standard Class,13.632
CA-2012-147102,Corporate Total,Standard Class,66.36
CA-2012-147529,Corporate Total,Standard Class,324.11
CA-2012-149342,Corporate Total,Standard Class,896.31
CA-2012-149734,Corporate Total,Standard Class,200.984
CA-2012-150308,Corporate Total,Standard Class,246.168
CA-2012-151624,Corporate Total,Standard Class,21.36
CA-2012-153038,Corporate Total,Standard Class,94.688
CA-2012-154291,Corporate Total,Standard Class,457.04
CA-2012-154746,Corporate Total,Standard Class,860.07
CA-2012-154921,Corporate Total,Standard Class,186.69
CA-2012-155453,Corporate Total,Standard Class,4.608
CA-2012-156734,Corporate Total,Standard Class,670.001
CA-2012-158323,Corporate Total,Standard Class,17.088
CA-2012-160696,Corporate Total,Standard Class,7.24
CA-2012-161445,Corporate Total,Standard Class,140.736
CA-2012-161998,Corporate Total,Standard Class,277.632
CA-2012-162201,Corporate Total,Standard Class,937.608
CA-2012-163237,Corporate Total,Standard Class,520.03
CA-2012-164427,Corporate Total,Standard Class,239.7
CA-2012-166604,Corporate Total,Standard Class,17.94
CA-2012-166975,Corporate Total,Standard Class,692.472
CA-2012-168004,Corporate Total,Standard Class,392.94
CA-2012-169572,Corporate Total,Standard Class,46.62
CA-2012-169677,Corporate Total,Standard Class,9.82
CA-2013-106558,Corporate Total,Standard Class,316.0
CA-2013-109407,Corporate Total,Standard Class,31.36
CA-2013-109743,Corporate Total,Standard Class,104.712
CA-2013-109911,Corporate Total,Standard Class,10.96
CA-2013-112277,Corporate Total,Standard Class,519.68
CA-2013-112676,Corporate Total,Standard Class,14.352
CA-2013-112697,Corporate Total,Standard Class,1410.066
CA-2013-113236,Corporate Total,Standard Class,232.624
CA-2013-113831,Corporate Total,Standard Class,4317.3
CA-2013-113845,Corporate Total,Standard Class,574.056
CA-2013-114713,Corporate Total,Standard Class,45.584
CA-2013-115504,Corporate Total,Standard Class,12.96
CA-2013-116764,Corporate Total,Standard Class,9.216
CA-2013-118073,Corporate Total,Standard Class,562.2925
CA-2013-118178,Corporate Total,Standard Class,31.086
CA-2013-119074,Corporate Total,Standard Class,92.7
CA-2013-122518,Corporate Total,Standard Class,10.08
CA-2013-123617,Corporate Total,Standard Class,7.434
CA-2013-123946,Corporate Total,Standard Class,1159.06
CA-2013-124254,Corporate Total,Standard Class,191.808
CA-2013-125017,Corporate Total,Standard Class,132.224
CA-2013-127208,Corporate Total,Standard Class,224.9
CA-2013-130001,Corporate Total,Standard Class,36.24
CA-2013-130820,Corporate Total,Standard Class,630.024
CA-2013-133711,Corporate Total,Standard Class,3236.41
CA-2013-134474,Corporate Total,Standard Class,255.904
CA-2013-134516,Corporate Total,Standard Class,115.48
CA-2013-138695,Corporate Total,Standard Class,452.464
CA-2013-139689,Corporate Total,Standard Class,40.896
CA-2013-140928,Corporate Total,Standard Class,383.438
CA-2013-142097,Corporate Total,Standard Class,342.76
CA-2013-143805,Corporate Total,Standard Class,2145.25
CA-2013-145709,Corporate Total,Standard Class,64.248
CA-2013-153318,Corporate Total,Standard Class,783.96
CA-2013-157161,Corporate Total,Standard Class,199.18
CA-2013-157763,Corporate Total,Standard Class,140.81
CA-2013-160598,Corporate Total,Standard Class,31.008
CA-2013-162236,Corporate Total,Standard Class,1106.924
CA-2013-162747,Corporate Total,Standard Class,86.45
CA-2013-162901,Corporate Total,Standard Class,31.4
CA-2013-163167,Corporate Total,Standard Class,2673.69
CA-2013-165316,Corporate Total,Standard Class,324.387
CA-2013-165827,Corporate Total,Standard Class,50.496
CA-2013-166380,Corporate Total,Standard Class,138.53
CA-2014-103009,Corporate Total,Standard Class,26.4
CA-2014-104318,Corporate Total,Standard Class,20.768
CA-2014-104864,Corporate Total,Standard Class,552.856
CA-2014-107167,Corporate Total,Standard Class,1347.52
CA-2014-108322,Corporate Total,Standard Class,26.056
CA-2014-110310,Corporate Total,Standard Class,68.967
CA-2014-113481,Corporate Total,Standard Class,740.214
CA-2014-115070,Corporate Total,Standard Class,16.739
CA-2014-115882,Corporate Total,Standard Class,1017.136
CA-2014-116113,Corporate Total,Standard Class,10.16
CA-2014-117695,Corporate Total,Standard Class,13.76
CA-2014-119284,Corporate Total,Standard Class,2942.784
CA-2014-122693,Corporate Total,Standard Class,1245.86
CA-2014-122707,Corporate Total,Standard Class,503.22
CA-2014-123687,Corporate Total,Standard Class,234.2
CA-2014-124828,Corporate Total,Standard Class,9.552
CA-2014-125745,Corporate Total,Standard Class,19.52
CA-2014-126046,Corporate Total,Standard Class,12.39
CA-2014-126382,Corporate Total,Standard Class,35.168
CA-2014-127803,Corporate Total,Standard Class,26.16
CA-2014-128300,Corporate Total,Standard Class,406.94
CA-2014-128769,Corporate Total,Standard Class,81.568
CA-2014-129028,Corporate Total,Standard Class,127.95
CA-2014-133263,Corporate Total,Standard Class,3098.61
CA-2014-134495,Corporate Total,Standard Class,269.4
CA-2014-134649,Corporate Total,Standard Class,22.63
CA-2014-134810,Corporate Total,Standard Class,272.232
CA-2014-136826,Corporate Total,Standard Class,14.016
CA-2014-139619,Corporate Total,Standard Class,95.616
CA-2014-141614,Corporate Total,Standard Class,20.736
CA-2014-143567,Corporate Total,Standard Class,3291.07
CA-2014-145702,Corporate Total,Standard Class,342.24
CA-2014-147333,Corporate Total,Standard Class,204.55
CA-2014-147361,Corporate Total,Standard Class,685.26
CA-2014-147760,Corporate Total,Standard Class,1883.724
CA-2014-148810,Corporate Total,Standard Class,287.424
CA-2014-151855,Corporate Total,Standard Class,39.252
CA-2014-153339,Corporate Total,Standard Class,15.992
CA-2014-153654,Corporate Total,Standard Class,19.008
CA-2014-154816,Corporate Total,Standard Class,5.78
CA-2014-155698,Corporate Total,Standard Class,668.54
CA-2014-155824,Corporate Total,Standard Class,61.876
CA-2014-156272,Corporate Total,Standard Class,64.384
CA-2014-157854,Corporate Total,Standard Class,2747.25
CA-2014-158407,Corporate Total,Standard Class,103.968
CA-2014-158561,Corporate Total,Standard Class,1158.12
CA-2014-159100,Corporate Total,Standard Class,1893.786
CA-2014-159464,Corporate Total,Standard Class,524.85
CA-2014-160017,Corporate Total,Standard Class,10.368
CA-2014-160724,Corporate Total,Standard Class,34.5
CA-2014-161046,Corporate Total,Standard Class,839.25
CA-2014-161130,Corporate Total,Standard Class,361.376
CA-2014-161592,Corporate Total,Standard Class,8.1
CA-2014-161851,Corporate Total,Standard Class,15.57
CA-2014-163629,Corporate Total,Standard Class,286.09
CA-2014-164756,Corporate Total,Standard Class,997.83
CA-2014-164917,Corporate Total,Standard Class,47.96
CA-2014-165029,Corporate Total,Standard Class,12.84
CA-2014-168102,Corporate Total,Standard Class,113.568
CA-2014-168389,Corporate Total,Standard Class,873.811
CA-2014-169012,Corporate Total,Standard Class,41.91
US-2011-107405,Corporate Total,Standard Class,16.272
US-2011-109162,Corporate Total,Standard Class,170.352
US-2011-118997,Corporate Total,Standard Class,1215.92
US-2011-143581,Corporate Total,Standard Class,344.91
US-2011-147774,Corporate Total,Standard Class,67.194
US-2011-156216,Corporate Total,Standard Class,18.648
US-2011-157231,Corporate Total,Standard Class,115.36
US-2011-164763,Corporate Total,Standard Class,103.5
US-2012-112508,Corporate Total,Standard Class,6.992
US-2012-130519,Corporate Total,Standard Class,111.904
US-2012-131842,Corporate Total,Standard Class,97.424
US-2012-136476,Corporate Total,Standard Class,157.794
US-2012-140851,Corporate Total,Standard Class,38.88
US-2012-148817,Corporate Total,Standard Class,125.64
US-2012-149629,Corporate Total,Standard Class,231.92
US-2012-158911,Corporate Total,Standard Class,16.712
US-2013-101616,Corporate Total,Standard Class,87.28
US-2013-102232,Corporate Total,Standard Class,197.05
US-2013-138408,Corporate Total,Standard Class,1319.96
US-2013-140809,Corporate Total,Standard Class,56.45
US-2013-144393,Corporate Total,Standard Class,17.616
US-2013-148901,Corporate Total,Standard Class,191.018
US-2013-150357,Corporate Total,Standard Class,24.703
US-2013-150567,Corporate Total,Standard Class,29.97
US-2013-153815,Corporate Total,Standard Class,368.432
US-2013-159415,Corporate Total,Standard Class,79.12
US-2013-161844,Corporate Total,Standard Class,82.92
US-2013-164630,Corporate Total,Standard Class,959.968
US-2014-109610,Corporate Total,Standard Class,701.96
US-2014-115252,Corporate Total,Standard Class,30.336
US-2014-126060,Corporate Total,Standard Class,198.272
US-2014-128118,Corporate Total,Standard Class,76.521
US-2014-128951,Corporate Total,Standard Class,1065.84
US-2014-135503,Corporate Total,Standard Class,14.76
US-2014-162208,Corporate Total,Standard Class,2.896
US-2014-162670,Corporate Total,Standard Class,1152.87
US-2014-166611,Corporate Total,Standard Class,68.742
US-2014-168116,Corporate Total,Standard Class,8167.42
Grand Total,Corporate Total,Standard Class,121885.9325
CA-2011-132010,Home Office,First Class,389.74
CA-2011-136567,Home Office,First Class,2884.37
CA-2011-140165,Home Office,First Class,405.456
CA-2013-149454,Home Office,First Class,10.44
CA-2013-159142,Home Office,First Class,177.78
CA-2013-162159,Home Office,First Class,121.78
CA-2014-121419,Home Office,First Class,771.8
CA-2014-132213,Home Office,First Class,109.968
CA-2014-144456,Home Office,First Class,220.056
CA-2014-155292,Home Office,First Class,204.98
US-2013-158309,Home Office,First Class,3.744
US-2014-162558,Home Office,First Class,2437.672
Grand Total,Home Office,First Class,7737.786
CA-2011-165806,Home Office,Same Day,259.29
CA-2012-100769,Home Office,Same Day,255.968
CA-2013-136126,Home Office,Same Day,261.1
CA-2014-133095,Home Office,Same Day,117.62
CA-2014-149146,Home Office,Same Day,7.968
US-2013-108504,Home Office,Same Day,2075.51
Grand Total,Home Office,Same Day,2977.456
CA-2011-157609,Home Office,Second Class,471.92
CA-2011-158274,Home Office,Second Class,682.91
CA-2012-115847,Home Office,Second Class,61.96
CA-2012-133977,Home Office,Second Class,3.444
CA-2012-134992,Home Office,Second Class,80.38
CA-2012-140830,Home Office,Second Class,89.36
CA-2012-153549,Home Office,Second Class,1166.92
CA-2013-109344,Home Office,Second Class,1127.976
CA-2013-127985,Home Office,Second Class,7.04
CA-2013-140977,Home Office,Second Class,91.475
CA-2013-149111,Home Office,Second Class,55.416
CA-2013-164350,Home Office,Second Class,67.56
CA-2014-114055,Home Office,Second Class,819.28
CA-2014-141446,Home Office,Second Class,18.0
CA-2014-142671,Home Office,Second Class,11.52
CA-2014-148922,Home Office,Second Class,684.78
CA-2014-157931,Home Office,Second Class,830.24
CA-2014-160899,Home Office,Second Class,477.51
US-2012-113327,Home Office,Second Class,352.168
US-2013-135209,Home Office,Second Class,62.752
US-2013-168620,Home Office,Second Class,823.61
US-2014-148768,Home Office,Second Class,71.976
US-2014-159205,Home Office,Second Class,732.93
Grand Total,Home Office,Second Class,8791.127
CA-2011-100293,Home Office,Standard Class,91.056
CA-2011-108707,Home Office,Standard Class,10.368
CA-2011-120670,Home Office,Standard Class,799.92
CA-2011-122217,Home Office,Standard Class,111.15
CA-2011-133634,Home Office,Standard Class,47.79
CA-2011-134621,Home Office,Standard Class,18.24
CA-2011-145317,Home Office,Standard Class,23661.228
CA-2011-148285,Home Office,Standard Class,22.32
CA-2011-156244,Home Office,Standard Class,457.744
CA-2011-167199,Home Office,Standard Class,4374.88
CA-2012-102260,Home Office,Standard Class,763.508
CA-2012-103135,Home Office,Standard Class,525.95
CA-2012-103772,Home Office,Standard Class,260.31
CA-2012-110947,Home Office,Standard Class,113.1
CA-2012-115091,Home Office,Standard Class,75.04
CA-2012-125696,Home Office,Standard Class,7.38
CA-2012-128958,Home Office,Standard Class,13.12
CA-2012-135510,Home Office,Standard Class,67.96
CA-2012-141754,Home Office,Standard Class,11.696
CA-2012-145324,Home Office,Standard Class,39.96
CA-2012-160059,Home Office,Standard Class,6.24
CA-2012-163923,Home Office,Standard Class,151.96
CA-2013-100307,Home Office,Standard Class,19.44
CA-2013-105662,Home Office,Standard Class,270.728
CA-2013-105753,Home Office,Standard Class,61.1
CA-2013-110254,Home Office,Standard Class,158.81
CA-2013-118934,Home Office,Standard Class,16.218
CA-2013-121020,Home Office,Standard Class,239.976
CA-2013-123414,Home Office,Standard Class,37.264
CA-2013-123533,Home Office,Standard Class,392.832
CA-2013-131968,Home Office,Standard Class,681.432
CA-2013-134789,Home Office,Standard Class,215.84
CA-2013-136322,Home Office,Standard Class,74.32
CA-2013-139269,Home Office,Standard Class,1311.97
CA-2013-140571,Home Office,Standard Class,365.44
CA-2013-146171,Home Office,Standard Class,558.24
CA-2013-151155,Home Office,Standard Class,34.34
CA-2013-154403,Home Office,Standard Class,4.98
CA-2013-155439,Home Office,Standard Class,25.92
CA-2013-159212,Home Office,Standard Class,273.59
CA-2013-159891,Home Office,Standard Class,1396.35
CA-2013-165470,Home Office,Standard Class,5.08
CA-2013-169026,Home Office,Standard Class,23.34
CA-2014-100412,Home Office,Standard Class,141.96
CA-2014-102554,Home Office,Standard Class,3.76
CA-2014-110212,Home Office,Standard Class,48.9
CA-2014-113558,Home Office,Standard Class,729.648
CA-2014-120705,Home Office,Standard Class,147.184
CA-2014-124597,Home Office,Standard Class,32.088
CA-2014-124898,Home Office,Standard Class,184.66
CA-2014-125752,Home Office,Standard Class,41.424
CA-2014-127516,Home Office,Standard Class,64.784
CA-2014-128475,Home Office,Standard Class,71.98
CA-2014-129490,Home Office,Standard Class,419.136
CA-2014-129910,Home Office,Standard Class,59.76
CA-2014-134096,Home Office,Standard Class,399.53
CA-2014-139787,Home Office,Standard Class,35.4
CA-2014-146535,Home Office,Standard Class,1446.84
CA-2014-148166,Home Office,Standard Class,17.856
CA-2014-148404,Home Office,Standard Class,1027.21
CA-2014-148474,Home Office,Standard Class,544.14
CA-2014-150931,Home Office,Standard Class,33.74
CA-2014-151211,Home Office,Standard Class,201.09
CA-2014-154123,Home Office,Standard Class,27.58
CA-2014-155089,Home Office,Standard Class,45.66
CA-2014-159135,Home Office,Standard Class,4.3
CA-2014-159667,Home Office,Standard Class,691.144
CA-2014-160423,Home Office,Standard Class,383.992
CA-2014-161088,Home Office,Standard Class,29.84
CA-2014-162033,Home Office,Standard Class,57.01
CA-2014-165904,Home Office,Standard Class,235.44
US-2011-125521,Home Office,Standard Class,1139.92
US-2011-138835,Home Office,Standard Class,9.64
US-2011-155502,Home Office,Standard Class,944.61
US-2011-155817,Home Office,Standard Class,67.76
US-2013-108637,Home Office,Standard Class,334.2
US-2013-109260,Home Office,Standard Class,431.976
US-2013-123750,Home Office,Standard Class,895.06
US-2013-139262,Home Office,Standard Class,471.078
US-2013-146570,Home Office,Standard Class,612.14
US-2013-155404,Home Office,Standard Class,13.28
US-2014-100930,Home Office,Standard Class,1735.8505
US-2014-108315,Home Office,Standard Class,225.546
US-2014-114356,Home Office,Standard Class,35.96
US-2014-120390,Home Office,Standard Class,1633.188
US-2014-129224,Home Office,Standard Class,4.608
US-2014-132031,Home Office,Standard Class,513.496
US-2014-132297,Home Office,Standard Class,598.31
US-2014-132675,Home Office,Standard Class,148.16
US-2014-156083,Home Office,Standard Class,9.664
Grand Total,Home Office,Standard Class,54748.6325
CA-2011-100293,Home Office Total,Standard Class,91.056
CA-2011-108707,Home Office Total,Standard Class,10.368
CA-2011-120670,Home Office Total,Standard Class,799.92
CA-2011-122217,Home Office Total,Standard Class,111.15
CA-2011-132010,Home Office Total,Standard Class,389.74
CA-2011-133634,Home Office Total,Standard Class,47.79
CA-2011-134621,Home Office Total,Standard Class,18.24
CA-2011-136567,Home Office Total,Standard Class,2884.37
CA-2011-140165,Home Office Total,Standard Class,405.456
CA-2011-145317,Home Office Total,Standard Class,23661.228
CA-2011-148285,Home Office Total,Standard Class,22.32
CA-2011-156244,Home Office Total,Standard Class,457.744
CA-2011-157609,Home Office Total,Standard Class,471.92
CA-2011-158274,Home Office Total,Standard Class,682.91
CA-2011-165806,Home Office Total,Standard Class,259.29
CA-2011-167199,Home Office Total,Standard Class,4374.88
CA-2012-100769,Home Office Total,Standard Class,255.968
CA-2012-102260,Home Office Total,Standard Class,763.508
CA-2012-103135,Home Office Total,Standard Class,525.95
CA-2012-103772,Home Office Total,Standard Class,260.31
CA-2012-110947,Home Office Total,Standard Class,113.1
CA-2012-115091,Home Office Total,Standard Class,75.04
CA-2012-115847,Home Office Total,Standard Class,61.96
CA-2012-125696,Home Office Total,Standard Class,7.38
CA-2012-128958,Home Office Total,Standard Class,13.12
CA-2012-133977,Home Office Total,Standard Class,3.444
CA-2012-134992,Home Office Total,Standard Class,80.38
CA-2012-135510,Home Office Total,Standard Class,67.96
CA-2012-140830,Home Office Total,Standard Class,89.36
CA-2012-141754,Home Office Total,Standard Class,11.696
CA-2012-145324,Home Office Total,Standard Class,39.96
CA-2012-153549,Home Office Total,Standard Class,1166.92
CA-2012-160059,Home Office Total,Standard Class,6.24
CA-2012-163923,Home Office Total,Standard Class,151.96
CA-2013-100307,Home Office Total,Standard Class,19.44
CA-2013-105662,Home Office Total,Standard Class,270.728
CA-2013-105753,Home Office Total,Standard Class,61.1
CA-2013-109344,Home Office Total,Standard Class,1127.976
CA-2013-110254,Home Office Total,Standard Class,158.81
CA-2013-118934,Home Office Total,Standard Class,16.218
CA-2013-121020,Home Office Total,Standard Class,239.976
CA-2013-123414,Home Office Total,Standard Class,37.264
CA-2013-123533,Home Office Total,Standard Class,392.832
CA-2013-127985,Home Office Total,Standard Class,7.04
CA-2013-131968,Home Office Total,Standard Class,681.432
CA-2013-134789,Home Office Total,Standard Class,215.84
CA-2013-136126,Home Office Total,Standard Class,261.1
CA-2013-136322,Home Office Total,Standard Class,74.32
CA-2013-139269,Home Office Total,Standard Class,1311.97
CA-2013-140571,Home Office Total,Standard Class,365.44
CA-2013-140977,Home Office Total,Standard Class,91.475
CA-2013-146171,Home Office Total,Standard Class,558.24
CA-2013-149111,Home Office Total,Standard Class,55.416
CA-2013-149454,Home Office Total,Standard Class,10.44
CA-2013-151155,Home Office Total,Standard Class,34.34
CA-2013-154403,Home Office Total,Standard Class,4.98
CA-2013-155439,Home Office Total,Standard Class,25.92
CA-2013-159142,Home Office Total,Standard Class,177.78
CA-2013-159212,Home Office Total,Standard Class,273.59
CA-2013-159891,Home Office Total,Standard Class,1396.35
CA-2013-162159,Home Office Total,Standard Class,121.78
CA-2013-164350,Home Office Total,Standard Class,67.56
CA-2013-165470,Home Office Total,Standard Class,5.08
CA-2013-169026,Home Office Total,Standard Class,23.34
CA-2014-100412,Home Office Total,Standard Class,141.96
CA-2014-102554,Home Office Total,Standard Class,3.76
CA-2014-110212,Home Office Total,Standard Class,48.9
CA-2014-113558,Home Office Total,Standard Class,729.648
CA-2014-114055,Home Office Total,Standard Class,819.28
CA-2014-120705,Home Office Total,Standard Class,147.184
CA-2014-121419,Home Office Total,Standard Class,771.8
CA-2014-124597,Home Office Total,Standard Class,32.088
CA-2014-124898,Home Office Total,Standard Class,184.66
CA-2014-125752,Home Office Total,Standard Class,41.424
CA-2014-127516,Home Office Total,Standard Class,64.784
CA-2014-128475,Home Office Total,Standard Class,71.98
CA-2014-129490,Home Office Total,Standard Class,419.136
CA-2014-129910,Home Office Total,Standard Class,59.76
CA-2014-132213,Home Office Total,Standard Class,109.968
CA-2014-133095,Home Office Total,Standard Class,117.62
CA-2014-134096,Home Office Total,Standard Class,399.53
CA-2014-139787,Home Office Total,Standard Class,35.4
CA-2014-141446,Home Office Total,Standard Class,18.0
CA-2014-142671,Home Office Total,Standard Class,11.52
CA-2014-144456,Home Office Total,Standard Class,220.056
CA-2014-146535,Home Office Total,Standard Class,1446.84
CA-2014-148166,Home Office Total,Standard Class,17.856
CA-2014-148404,Home Office Total,Standard Class,1027.21
CA-2014-148474,Home Office Total,Standard Class,544.14
CA-2014-148922,Home Office Total,Standard Class,684.78
CA-2014-149146,Home Office Total,Standard Class,7.968
CA-2014-150931,Home Office Total,Standard Class,33.74
CA-2014-151211,Home Office Total,Standard Class,201.09
CA-2014-154123,Home Office Total,Standard Class,27.58
CA-2014-155089,Home Office Total,Standard Class,45.66
CA-2014-155292,Home Office Total,Standard Class,204.98
CA-2014-157931,Home Office Total,Standard Class,830.24
CA-2014-159135,Home Office Total,Standard Class,4.3
CA-2014-159667,Home Office Total,Standard Class,691.144
CA-2014-160423,Home Office Total,Standard Class,383.992
CA-2014-160899,Home Office Total,Standard Class,477.51
CA-2014-161088,Home Office Total,Standard Class,29.84
CA-2014-162033,Home Office Total,Standard Class,57.01
CA-2014-165904,Home Office Total,Standard Class,235.44
US-2011-125521,Home Office Total,Standard Class,1139.92
US-2011-138835,Home Office Total,Standard Class,9.64
US-2011-155502,Home Office Total,Standard Class,944.61
US-2011-155817,Home Office Total,Standard Class,67.76
US-2012-113327,Home Office Total,Standard Class,352.168
US-2013-108504,Home Office Total,Standard Class,2075.51
US-2013-108637,Home Office Total,Standard Class,334.2
US-2013-109260,Home Office Total,Standard Class,431.976
US-2013-123750,Home Office Total,Standard Class,895.06
US-2013-135209,Home Office Total,Standard Class,62.752
US-2013-139262,Home Office Total,Standard Class,471.078
US-2013-146570,Home Office Total,Standard Class,612.14
US-2013-155404,Home Office Total,Standard Class,13.28
US-2013-158309,Home Office Total,Standard Class,3.744
US-2013-168620,Home Office Total,Standard Class,823.61
US-2014-100930,Home Office Total,Standard Class,1735.8505
US-2014-108315,Home Office Total,Standard Class,225.546
US-2014-114356,Home Office Total,Standard Class,35.96
US-2014-120390,Home Office Total,Standard Class,1633.188
US-2014-129224,Home Office Total,Standard Class,4.608
US-2014-132031,Home Office Total,Standard Class,513.496
US-2014-132297,Home Office Total,Standard Class,598.31
US-2014-132675,Home Office Total,Standard Class,148.16
US-2014-148768,Home Office Total,Standard Class,71.976
US-2014-156083,Home Office Total,Standard Class,9.664
US-2014-159205,Home Office Total,Standard Class,732.93
US-2014-162558,Home Office Total,Standard Class,2437.672
Grand Total,Home Office Total,Standard Class,74255.0015
